"","MB01","MB02","MB03","MB14","MB19","MB47","MB50","MB51","MB52","MB53","MB04","MB05","MB06","MB24","MB25","MB40","MB43","MB46","MB49","MB55","MB08","MB09","MB10","MB16","MB17","MB22","MB07","MB13","MB15","MB20","MB39","MB48","MB54","MB21","MB30","MB31","MB33","MB34"
"TBA4A",-0.176683,0.186501,0.107577,-0.513684,-0.654975,-0.590566,-0.0911951,-1.04556,-0.325521,-1.01095,1.09036,0.16789,0.165447,0.371009,1.81129,1.02438,0.373705,-0.0742517,0.123511,0.884984,0.908348,1.08565,1.01342,0.55305,0.900515,0.82899,0.829413,1.02852,0.373584,1.0529,1.62878,0.535585,0.659315,-0.566696,-0.374216,-0.544849,-0.497753,-0.472472
"NUDT5",0.0612521,-1.22527,-0.418439,-0.604256,-0.651032,0.10495,-1.22193,-0.744374,-0.667509,-0.969769,-1.56946,0.179448,-0.631064,-0.144231,-1.72926,-0.395119,-0.695126,0.10766,-0.734064,-0.960655,-1.04231,-0.952333,-1.18222,-1.1517,-1.05613,-1.13533,-1.03828,-0.974362,-0.623783,-1.36443,-0.507245,-0.199126,-1.58945,-1.46584,-0.881947,-1.08891,-0.580137,-1.14042
"MCMBP",-0.154911,-0.373634,-0.223961,-0.441103,-2.27407,-0.986652,-1.48599,-1.06136,-0.982376,-0.75425,-1.93603,-0.679174,-1.22231,-0.995964,-2.85012,-1.38094,-0.788109,-0.961492,-1.20381,-1.51488,-2.07915,-0.767047,-2.09184,-1.55703,-1.93745,-1.80543,-1.09415,-1.69912,-0.524503,-0.948638,-2.39759,-1.03286,-2.04045,-1.15842,-1.03251,-1.12199,-1.61474,-1.53946
"IRGQ",1.9459,1.76059,1.84623,2.02493,2.13117,2.16532,2.60508,2.1846,2.58567,1.75892,2.27944,2.9388,3.01354,3.18392,3.21179,3.17265,3.03956,2.69089,2.79088,2.63305,2.01572,3.18239,2.23734,2.34435,2.71828,3.0542,1.80699,3.16693,3.4173,3.50127,3.1304,3.43562,3.7261,1.69977,2.2246,2.0059,2.03156,3.22377
"SYCC",-0.772061,-0.953734,-1.9771,-1.07757,-0.834748,-2.22847,-0.5405,-1.82121,-0.66955,-0.689879,-1.25102,-1.07855,-1.84699,-1.35213,-0.979363,-0.797821,-1.70142,-0.89405,-0.854425,-0.602895,-0.639631,-1.541,-0.66079,-2.13247,-1.98631,-1.63513,-1.28746,-1.16156,-1.21016,-0.755872,-0.515891,-1.19111,-1.44741,-1.53267,-1.19426,-1.51013,-0.742151,-0.605471
"LAT1",-0.13948,-2.61673,-0.681796,-2.17888,-4.17218,-3.27836,-0.272257,-3.00583,-1.02466,-3.36013,-1.11455,-3.78603,-2.45046,-2.32781,-0.939269,-2.45471,-3.19544,-3.02143,-2.12812,-1.67295,-4.05435,-2.99053,-1.99583,-2.42604,-4.16361,-2.47464,-3.2306,-2.4333,-2.19185,-1.50975,-3.31843,-3.28219,-3.35309,-2.76782,-2.55441,-2.52782,-3.12354,-2.00002
"NDKB",-0.499882,-0.727674,-0.121667,0.0387351,-0.0463164,-0.573605,0.425002,0.0362816,-0.596132,-0.0512755,-1.437,-1.29508,-1.53166,-1.6079,-1.11963,-0.848287,-1.72148,-0.791959,-0.733901,-1.11475,NA,-1.23559,-1.1507,-0.367751,-1.85174,-0.978781,0.0541376,-0.964398,0.013413,-0.547612,-0.762487,-0.824939,-0.449526,-0.277948,0.854724,0.146471,-0.0471855,-0.15318
"PPAC",0.845633,0.359927,0.560332,0.243859,0.190427,0.741352,0.853914,0.369936,-0.0869296,-0.00165913,-0.174722,0.99524,0.441007,0.286574,-0.0327011,0.93282,0.814453,0.509231,0.676716,0.107219,0.294989,0.720277,0.0713982,-0.144444,-0.157731,-0.0356197,0.283435,0.213391,0.398097,0.394307,0.527071,0.360979,1.20768,0.147614,0.509366,0.269618,0.169054,0.282634
"MOES",-0.803933,-2.22927,-1.6322,-1.14456,-0.923545,-2.42257,-1.52366,-2.23462,-2.00803,-1.54634,-0.57833,-0.283542,0.234671,0.02819,-0.164442,0.87393,-0.0714858,-1.12915,0.0371935,-0.159439,-1.26016,-1.67635,-0.673472,-2.54495,-0.881733,-1.36451,-1.60431,-1.96271,-2.77451,-2.68867,0.441319,-2.19143,-1.81624,0.24835,-0.441747,-0.450401,0.0234576,-0.213825
"DYN3",-0.593185,1.04696,NA,2.15195,0.340657,-0.530731,NA,NA,NA,NA,3.20836,0.142656,2.84771,NA,3.5235,NA,1.04396,0.30185,NA,2.72767,2.98512,1.14154,3.17096,3.7587,1.16559,2.72162,0.989741,3.16127,0.619092,3.07035,NA,1.38835,0.749686,-0.476551,NA,0.116107,1.81459,2.05911
"CE170",0.665582,1.43411,0.283975,1.5009,-0.20123,-0.0760208,1.51542,0.487451,2.32763,2.0212,1.27208,1.5038,1.1117,1.75907,1.96111,1.82674,1.30651,1.4853,1.1989,1.64348,0.80867,1.39422,1.42927,1.32302,1.89184,1.48004,0.73248,1.30003,1.86518,2.25126,1.4707,1.78705,0.926542,0.361174,0.184652,1.00273,0.697156,1.0695
"NDUS4",1.25347,0.280039,1.32026,0.525225,1.98967,0.26478,NA,0.846196,-0.698146,0.995865,1.90749,1.31964,0.429947,0.815066,1.38071,0.739379,0.770952,0.988988,0.340167,1.8172,0.326183,0.159581,0.736843,0.514939,0.17669,0.0888325,0.765393,1.15863,NA,0.58526,0.271506,0.136905,-0.145082,0.36268,0.400107,0.477324,0.747629,0.225237
"CNPY3",0.560021,-0.364425,0.425393,-0.0865546,0.570862,0.350823,0.370066,0.0564666,-0.107803,0.499502,-0.249269,-0.25709,-0.513713,0.187797,-0.676872,1.074,0.068863,0.275442,0.201083,-0.0385663,-0.463486,-0.374664,-0.590315,-0.390931,-0.436895,-0.574331,NA,-0.329906,0.00337447,NA,NA,-0.0456459,0.498944,0.0446926,-0.101522,NA,-0.0508328,NA
"AKT2",-0.33283,0.431735,-0.337956,0.662716,-0.280667,NA,NA,0.307363,NA,0.590651,0.0238449,0.314522,-0.143433,-0.179373,0.17943,0.147256,-0.109706,0.402023,-0.25356,-0.135311,0.171152,-0.306595,-0.461087,NA,-0.123709,0.465629,0.692169,-0.457771,0.38995,-1.39753,NA,-0.726024,0.928864,-0.593149,NA,NA,0.051312,0.82043
"CDK1",-1.12862,-1.48949,-1.14924,-1.08848,-3.01318,-1.71557,-2.2042,-2.03211,-1.75143,-2.00463,-3.6382,0.349796,-1.6435,-0.771056,-3.04031,-1.40858,-0.853889,0.133531,-1.48121,-2.40542,-3.97786,-3.43242,-2.83895,-3.13846,-2.25173,-2.99098,-3.72253,-3.45556,-2.69052,-3.36571,-2.09829,-1.73479,-3.45701,-0.391619,-1.17121,-1.069,-1.23108,-1.76571
"DIDO1",0.0540349,0.354086,0.0549613,0.722452,-0.2617,0.158741,-0.961718,0.121787,0.0476063,-0.310413,-0.361245,-0.731268,-0.853853,0.294757,-1.04838,-0.297919,0.0947158,0.330327,-0.912737,-0.503055,-0.0879189,0.428748,-0.67593,0.404114,0.201241,-0.511723,-0.544795,-0.609903,-0.317107,-0.662064,-0.624003,-0.322435,0.154345,-0.0551394,0.196287,0.282392,-0.0785294,-0.0835615
"TMED5",-0.723947,NA,-1.91417,-0.541657,0.20515,-0.593857,NA,-1.16215,-0.754858,NA,NA,-0.212082,-0.275304,-1.21854,NA,-0.742272,-0.695816,-1.60235,0.00677817,-1.16935,-1.66944,-1.76814,NA,-1.63733,NA,NA,-1.67004,-1.63071,NA,NA,-3.40706,-1.18013,-2.55586,-0.489217,-0.95106,-0.426787,-0.444065,-0.697279
"RHEB",-0.335179,0.0873289,-1.06979,-0.800515,-0.198342,-0.854736,0.0206063,-1.92633,-1.06526,-0.927931,-0.771288,0.33345,-0.328297,-0.919069,-0.409533,-0.887997,-2.20663,-0.259866,-1.20918,-0.550255,-0.291595,-0.897263,0.562549,0.284745,-0.701465,0.338965,-0.0463197,-1.01974,-0.41238,0.210752,-0.236184,0.647649,-1.73117,-1.21905,-0.675538,NA,-1.32138,-0.625926
"SRPK2",0.562967,1.12356,0.121565,0.398743,0.710677,0.424484,1.18961,-0.456418,0.683854,0.247561,0.55399,-0.353735,0.099552,0.199569,1.13116,-0.15381,0.275056,1.0061,0.645709,1.16728,0.957009,1.43193,1.31845,1.27578,1.26204,1.23736,1.35291,0.969502,1.61508,2.43465,0.963362,1.16451,1.0149,-0.686201,0.584975,0.494523,0.400644,0.463242
"RAB14",0.126106,0.334098,0.0573675,0.259682,0.255422,0.261468,0.337023,0.461525,1.12911,0.396865,1.06485,0.417891,-0.0546552,0.155735,0.317872,-0.435476,0.0678637,0.581192,-0.562862,0.873237,1.05573,1.02505,1.15043,0.901538,0.567559,0.96147,0.852106,0.75327,0.766934,1.1841,0.892496,0.739533,0.572735,-0.175496,-0.137251,0.0724548,-0.0466503,0.254656
"DCTN2",0.26121,1.21512,0.0661669,0.555018,-0.146636,0.425072,0.54243,0.452204,1.14409,0.70378,0.83064,1.36008,0.763222,1.42575,1.18276,1.18292,1.09967,0.258803,0.281053,1.26256,1.22398,1.81452,1.57927,1.60174,1.52569,1.44395,1.50002,1.11029,1.85113,1.62962,1.5695,1.93787,1.1225,0.5445,0.715332,0.920373,1.43041,1.07799
"NS1BP",-1.35296,-0.238789,-0.62704,0.371385,1.44724,-0.0650776,-0.205531,2.09673,0.0244627,0.640796,-0.622146,0.765411,-1.56949,NA,-0.962405,-0.631418,-0.332964,0.00685795,-0.185718,-0.902268,-1.17676,0.193041,-0.898118,-0.403007,0.300906,-0.307463,-0.791308,0.49738,0.945218,0.339258,-0.191376,1.1321,-0.189602,-0.162681,1.49985,1.16777,1.27946,0.414962
"CAPS1",7.13856,4.04396,5.07086,NA,6.82374,NA,5.01136,5.58381,3.79407,2.26196,2.58272,NA,NA,2.81566,2.80404,NA,NA,4.68968,NA,4.0118,5.0487,5.43823,5.93575,6.4865,5.17968,4.68231,5.95764,5.38624,4.96807,6.19455,4.07904,4.36641,4.47465,4.7018,3.89865,5.19973,3.39677,4.47822
"SDOS",0.856097,0.762469,0.8387,NA,1.44342,2.24031,0.293716,1.38268,0.953091,NA,1.76157,1.318,1.18406,1.62664,1.21517,1.25001,1.80067,2.20291,1.17856,1.66097,1.86474,1.95787,2.10453,2.14769,1.37408,2.50394,2.89687,1.22299,1.62967,1.62204,1.69844,1.46085,NA,NA,NA,NA,NA,1.27309
"SGTA",0.599713,0.284757,0.386468,0.35666,-0.716153,0.403169,0.86526,0.737442,0.464189,0.421906,-0.495672,0.413488,-0.152608,-0.0135982,0.26322,0.879298,-0.277809,0.235575,0.972656,0.113137,0.158601,0.193639,-0.0709151,0.195656,-0.573516,0.0757474,0.168332,-0.329194,0.542333,0.449952,0.510548,0.851561,0.557308,-0.318341,0.192667,-0.174019,0.297567,1.00197
"PRP17",0.70656,0.394951,-0.0541978,0.303116,0.145642,1.01688,-0.112718,-0.275344,0.732636,0.998855,-1.16381,0.411947,-0.613302,-0.0443966,-0.816013,0.157911,-0.476259,-0.318452,0.0823217,-0.568555,-0.440503,0.419407,-1.19419,-0.00878336,-0.262207,-0.666942,0.148413,-0.083188,0.0445142,-0.581356,-0.111081,-0.426654,0.384241,-0.811306,-1.0278,-0.871016,-0.773837,-1.08483
"HMGB2",0.697698,1.47267,0.752955,0.192563,1.05598,1.63792,0.674095,0.469496,1.09811,0.766159,-0.349929,1.57126,1.18707,1.20649,-0.131639,1.66765,1.60372,1.78008,1.52108,0.0876541,0.871381,0.863889,-0.731114,0.532921,1.21372,1.58814,1.09969,0.558992,1.11655,0.239202,1.56172,1.89346,0.597224,0.468385,1.3098,0.958748,0.916498,0.14969
"MCCA",1.26585,1.85921,2.1368,1.20523,1.85078,0.52048,0.628093,0.642192,1.9999,1.06124,1.62002,0.903021,0.719745,1.68389,0.931382,0.907201,0.692591,1.65186,0.792737,0.804305,-0.373629,-0.545138,-0.23074,-0.540508,-1.12795,-0.671955,-0.453423,-0.494266,-1.14401,-0.225597,-0.860015,-0.522879,0.304655,-0.186183,-0.996323,0.0452068,0.273397,0.156601
"MMAB",1.20324,0.868966,0.467334,0.210027,2.2717,-0.0876404,0.350827,-0.150024,-0.000843298,0.625761,0.239781,0.233734,-0.0316591,-0.453295,-1.70232,1.19291,-0.0936349,-0.549302,0.216193,-0.159014,-1.18508,0.157389,-2.14954,0.130458,-1.76379,-2.53551,0.35589,-0.884615,NA,-2.36872,0.503316,-0.770381,0.508387,0.342686,0.254375,-0.0364009,0.252477,-0.376703
"ICT1",0.0362899,-1.21941,0.0387586,-1.20623,0.257195,-1.14198,NA,-0.25658,-1.11867,-0.413957,-1.30274,-0.560489,-1.65555,-2.07249,-1.83715,-1.13533,-1.20969,-1.24427,-1.36375,-1.51285,-2.41108,-3.17907,-1.85972,-2.0848,-3.89963,-2.3449,-2.12783,-1.65283,NA,-1.43962,-1.82809,-1.50059,NA,-0.954698,NA,NA,-2.17116,-2.27095
"STRN4",-0.154045,0.565739,0.145265,-0.00711298,0.456986,1.0566,0.627795,0.287704,0.828814,0.202003,0.218262,0.883773,0.878807,NA,0.610019,1.10301,0.647832,0.596321,0.72241,0.499759,0.91236,1.31316,1.13363,1.2957,1.14077,1.16572,0.749836,1.581,1.4888,1.84488,1.43484,1.76918,1.63776,0.547458,0.40748,0.642174,0.355831,1.13959
"NUSAP",-1.2177,-1.37626,NA,0.105223,0.156491,-1.94518,-0.645937,-1.74914,-0.900959,-1.11249,NA,-0.332005,NA,NA,-2.03289,-0.562705,0.938139,0.732581,-1.55815,-2.6765,-0.48791,-2.5437,-1.96905,NA,-0.307133,-0.286421,NA,-2.13986,NA,-2.44074,0.216806,-1.40197,NA,0.336323,0.158895,0.375063,-2.46964,-2.3035
"PATL1",-0.540905,-0.211767,-0.715545,0.136583,-0.723925,-0.894922,-0.408126,-0.389947,0.218573,0.157825,-1.08681,0.113527,-0.979667,-0.886718,-1.15246,-0.968363,-0.612476,-0.935175,-0.426276,-0.979696,-0.46677,-0.501554,-0.716202,-0.463902,-0.119285,-0.473064,-0.566713,-0.807698,-0.675057,-1.27186,-1.04541,-0.324954,-0.916337,-0.657744,-0.956986,NA,-1.26434,-1.0311
"CSKP",0.0348943,1.29051,0.309128,-0.0396264,-0.372478,0.0132503,-0.0151777,0.430632,1.08836,0.25854,1.78003,-0.894647,0.982348,1.15237,1.67841,0.0777052,0.819237,0.903021,0.708105,1.28409,0.734078,0.534084,1.27473,0.480011,1.33323,0.64118,0.954364,0.196473,1.07733,1.61149,1.34726,1.04982,1.08016,-0.198755,0.492635,0.346192,0.500152,0.871047
"CSTFT",0.54957,0.258799,0.874189,0.467907,0.395179,0.995672,0.0444492,1.19721,0.520268,0.94247,-0.507998,-0.0951658,-0.074344,0.150097,-1.23974,0.254069,0.0819336,0.0648901,-0.234892,0.150012,-0.452944,0.675518,-0.297039,-0.217103,-0.130618,-0.148661,0.368436,0.525664,NA,-0.190633,0.217342,0.14447,0.722313,0.666578,0.660989,-0.027233,0.931246,0.616705
"ALG9",1.11261,NA,1.05477,1.78683,3.28702,2.97945,NA,2.75397,2.13512,2.25298,1.12489,2.88546,0.843259,NA,NA,1.48909,2.45285,1.05941,2.19749,1.08634,2.90372,2.02722,1.86415,2.50556,2.53136,2.67284,2.77325,2.48508,2.53244,NA,1.94578,2.33255,0.478165,1.42674,2.6681,2.11941,1.43383,2.28113
"DREB",0.108007,1.40813,0.384103,1.03923,0.330957,0.34083,2.03355,0.389368,1.50552,1.64693,1.19946,2.23549,1.75694,2.01782,2.18074,2.16072,2.01124,2.12298,1.99054,1.70217,2.4772,1.87583,2.47162,2.26653,2.62718,2.77511,1.86737,1.76924,2.40126,2.64157,1.66386,2.61182,1.25153,0.895759,1.15769,1.07925,1.04907,0.827782
"SEP15",-0.133474,0.529294,-0.357845,0.47323,1.3476,0.879999,0.352816,-0.281841,0.0563279,0.528632,0.161377,-0.0672332,-0.022979,0.406572,0.33579,1.25097,NA,0.399487,1.04079,0.734799,0.0893375,0.315703,-0.11353,0.328589,0.573845,0.0636279,-0.358207,0.50813,0.234069,0.0244836,NA,0.0912553,0.863465,1.38766,NA,NA,NA,NA
"DHB8",-0.437619,-0.848096,0.0142376,-1.40145,0.741356,-0.137053,NA,1.72107,-0.556731,-0.573023,-0.188346,-0.740678,-0.0993493,-2.83847,-1.23485,0.111623,NA,-0.607971,-1.23698,-1.41913,-0.497037,NA,-0.348906,-1.02142,-1.61884,-0.569135,-0.0309041,NA,-1.44099,-1.84062,-0.910073,-0.624521,-1.38,-0.439142,-0.646039,-1.47498,0.0186772,NA
"TXD12",-1.23657,-2.25518,-2.09933,-1.33361,-0.724908,-1.43111,-1.47442,-1.62615,-3.21759,-1.58115,-1.80133,-0.748364,-0.935313,-1.62389,-2.58034,-0.901343,-1.58484,-0.668498,-1.86605,-1.55628,-1.98154,-2.7925,-2.76306,-2.11508,-2.34584,-2.60627,-2.01572,-1.38027,-2.70588,-2.34472,-1.77888,-2.86,-1.43176,-0.274571,-1.33618,-1.03189,-0.503735,-0.635968
"TMEDA",-0.302834,0.201458,-0.228231,0.232047,1.26914,0.319342,-0.142616,0.464,-0.0209906,0.334853,0.0648659,0.629149,0.525469,0.03448,-0.00404812,0.162828,0.053631,-0.114349,0.321222,0.241073,-0.209989,0.229161,-0.21532,-0.0819698,0.142003,0.153215,-0.0822694,0.177716,-0.376347,-0.664418,-0.896195,-0.424486,0.549705,1.01091,0.781853,1.41476,0.687477,0.820487
"RPOM",0.474807,-2.3045,-0.407921,-1.29727,-1.44929,-1.54861,-0.344312,-2.06304,-1.34475,-2.29837,-2.28123,-2.74949,-3.72758,-3.65498,-2.00547,-2.68027,-3.44854,-3.46368,-2.26924,-2.43728,-2.47394,-2.59136,-3.1326,-2.52953,-3.38281,-3.72817,-3.22966,-0.565227,-2.54955,-2.47617,-3.53048,-2.5302,-2.78126,-2.05794,-1.4987,-4.37813,-3.11662,-2.95904
"FNTA",0.623077,0.120269,0.402927,0.241963,0.306785,0.113521,0.158613,0.733519,0.0259556,0.284471,-0.371889,0.496768,0.439585,0.140656,-0.391767,0.100622,0.0202234,0.172241,0.0504453,-0.0458545,-0.349979,-0.188202,-0.0598673,-0.836677,-0.796725,-0.5582,-0.271666,0.000432613,-0.874033,-1.15221,-0.410306,-0.286296,0.0504868,0.418136,0.417465,0.212583,1.34986,0.334705
"KDEL2",1.69357,0.41306,0.236657,2.0544,2.32837,1.91278,1.08639,1.52019,0.110526,2.0973,1.32446,1.62559,2.04911,1.71466,-0.467578,1.19775,2.25469,1.3083,1.05248,1.39284,0.852577,0.558158,0.169382,1.00003,1.34359,1.23529,0.960961,0.0835357,1.18377,0.648922,1.01841,1.13487,1.20296,2.49135,1.8172,2.02701,1.49235,1.13472
"GLE1",0.172539,-0.648957,0.0839287,-0.422819,-0.701813,0.12088,-0.221173,-0.347925,-0.321439,-0.708268,-2.12419,-0.414241,-2.20284,-0.433885,NA,-1.31597,-0.902227,NA,-0.506503,-1.31704,-1.11794,-0.575645,NA,-0.851599,NA,NA,-0.675262,-0.677176,NA,-0.565435,-0.985596,-1.03429,-0.0803606,-1.57333,-0.953016,-0.589694,-1.02843,-0.632701
"HECD3",0.438004,2.35314,0.300916,0.0946313,NA,0.949011,0.891858,0.147099,NA,0.465728,2.06896,2.48082,0.884707,1.3205,2.01781,0.438817,1.38822,0.743452,0.446783,1.52805,0.183591,1.73946,0.786102,1.88052,1.4175,0.298085,NA,1.57265,NA,1.23338,0.600531,0.855844,1.93183,0.519287,-0.423291,NA,0.6252,0.751019
"MYL9",0.820887,0.065408,0.412866,1.003,0.891255,-0.265045,1.31821,0.1704,0.468556,0.19233,0.649019,-0.571045,1.26768,0.885194,0.430782,0.64942,1.03205,-0.841083,1.66419,0.81856,1.29273,-0.0053458,-0.614521,-0.18604,0.761893,0.551451,-1.02594,-1.27031,-0.38324,-0.911625,-0.90872,-0.506086,0.0712268,2.00034,0.121759,0.253412,0.38429,-0.55908
"RAB1A",-0.711262,-0.228013,-0.67825,-0.36513,0.0397378,-0.574554,0.0758106,-0.655539,-0.627808,-0.123198,0.224209,0.460103,0.431939,0.178908,0.75801,-0.0230635,0.0805212,0.646539,0.218645,0.388133,0.493589,-0.218435,0.479249,0.0749862,0.133952,0.578514,-0.0414532,0.257553,-0.327399,0.177042,-0.00528967,0.206132,-0.0465836,0.0314609,-0.285442,0.0353171,0.0569258,0.182993
"MYL6B",0.688811,0.592138,-0.21085,0.0791523,1.73672,-0.0510311,0.40784,0.583626,0.704054,0.451054,0.428206,0.130157,0.590404,0.906115,0.575574,0.0460377,0.655129,0.0489005,1.07063,0.582112,NA,0.0704582,0.184848,0.492258,0.221755,-0.12751,-0.360786,-0.220065,0.0679715,0.469478,0.958067,0.816912,0.681574,2.32319,1.87859,2.03014,2.59653,2.7774
"ALG1",0.551242,-0.224897,0.0763347,0.0944333,1.3718,0.23919,0.450558,-0.395345,-0.985549,-0.369742,-0.964352,1.23366,-0.912528,-1.34368,-0.751932,NA,-0.257803,-0.541846,0.705698,NA,-0.475778,-0.0315749,-0.711269,0.178365,-0.197881,0.0931312,NA,NA,0.107855,NA,NA,-0.156378,NA,0.0105643,-0.343628,0.104302,0.56045,0.0856666
"TXLNG",0.497301,-0.560571,0.812386,-0.430309,-1.23624,-1.09318,NA,-0.724419,-0.487516,-0.856525,-1.91144,-0.486395,-1.73522,-1.594,-3.07266,-1.23263,-2.45038,-2.054,-1.31705,-1.96008,-1.257,-1.87294,-1.88028,-0.620456,-1.46696,-2.01285,-1.58046,-1.54773,-0.993305,-0.958802,-1.57602,-1.09801,-0.22112,-1.07528,-1.33589,-0.647939,-0.750248,-1.15063
"SRSF7",0.440178,0.623616,0.570632,0.680353,0.319323,1.41746,0.685857,1.09109,0.376681,0.532471,-0.416441,0.586979,0.309127,0.660559,-0.120534,0.579331,0.701089,0.71885,0.976598,0.299407,0.427657,0.854807,0.156766,0.57382,0.643223,0.43667,0.653093,0.52776,0.600289,0.236104,0.512243,0.885618,0.884472,0.274512,0.565386,0.293427,0.489288,0.782379
"CND1",-0.93572,-1.55147,-1.8068,-1.81584,-3.14016,-2.35086,-1.31326,-3.23593,-2.35114,-1.97937,-3.71625,-0.00217138,-2.69461,-1.50025,-3.46757,-3.35018,-1.8002,-1.27996,-2.74895,-3.43436,-3.60927,-2.94636,-4.12796,-3.5419,-3.34819,-3.20773,-4.08397,-3.101,-2.24944,-2.89021,-3.07679,-1.94653,-2.88779,-1.63096,-1.78984,-2.50847,-3.21207,-2.78842
"WDR36",0.135986,-1.08372,0.270743,-0.723882,-1.37462,-1.57434,-0.375637,-1.01518,-1.61963,-1.4069,-3.22053,-1.17561,-3.29254,-1.92658,-2.84901,-2.54856,-1.81716,-1.40518,-1.84988,-2.4374,-2.91329,-2.42765,-3.19272,-2.69875,-3.09792,-2.5516,-2.74124,-3.99231,-1.99913,-2.55307,-3.02767,-2.04915,-1.8269,-1.2585,-1.01967,-1.05258,-1.74225,-1.65626
"OSBL3",-3.58728,-3.06246,-1.53251,-2.77546,-2.46676,-2.28182,-2.51059,-3.36556,-2.74846,-2.9342,-1.66061,2.30152,-2.62745,-1.50407,-1.49773,-1.94558,-1.53399,-2.01625,0.78194,-2.3625,-1.42607,NA,-2.05301,-3.38644,-3.73849,-0.920142,NA,-2.0672,-3.54128,-2.21857,-2.19516,-0.137353,-1.05266,1.18081,-0.191734,0.28946,-0.73204,-2.95982
"VPS11",-0.144816,1.19469,1.25197,1.83921,1.63102,1.49265,NA,1.68012,-0.523563,1.6098,1.75845,1.3392,1.85944,2.49179,0.87845,2.01047,1.68121,0.97785,1.17944,1.16234,2.41518,2.06461,2.2483,2.43586,0.702636,1.94144,2.36443,1.25672,1.80595,2.52392,2.6951,1.08802,1.74539,0.943683,1.67204,1.45656,1.91348,2.07187
"ZCHC3",0.0388743,0.0240093,1.24256,0.142993,NA,0.309684,-1.19291,1.13716,0.51041,0.0177291,-0.430557,0.695257,-0.447833,0.223125,-1.54175,0.641695,0.65957,-0.767566,0.597206,-0.227883,-1.75738,-1.06482,-3.09224,NA,-1.69081,-3.60211,NA,NA,NA,-2.58355,NA,-1.35907,0.130482,-0.798825,0.897663,NA,0.0657874,0.405091
"PCID2",0.256279,-0.914939,0.137327,0.143192,-0.284947,0.210819,-0.0198423,-0.183409,0.130397,0.26656,-1.21445,-0.00323201,-0.298005,-0.0473371,-1.03112,-1.04177,-0.169351,-0.0704453,-0.0522163,-0.605092,-0.805132,-0.833216,-1.24861,-0.854507,-0.691005,-1.22498,-1.11121,-1.17053,-0.296001,-0.584933,-0.941494,-0.528714,-0.245921,-0.791035,NA,-0.663316,-2.13628,-0.663761
"MARK3",-0.238741,0.523497,0.0964527,-0.583442,-0.358836,-0.0291405,NA,0.2475,1.03798,0.222749,2.09827,0.464486,0.950857,0.379875,2.44786,-0.17969,1.64056,-0.689446,0.485834,1.19747,1.65604,0.97856,1.05687,1.20165,1.46025,1.53694,NA,0.133965,0.212089,0.460827,1.46624,0.808439,0.734432,-0.799744,-0.256187,0.231374,-0.0513196,-0.00783472
"CREB1",0.425518,0.406319,0.417586,0.0677803,1.10546,1.41558,0.787779,1.12222,1.06266,0.738201,0.87868,0.985245,1.00436,1.4122,0.620928,1.72245,1.40684,1.07678,0.860332,0.903676,1.89689,1.629,1.49945,1.81182,1.92137,1.55382,1.612,1.86385,2.21479,1.4029,1.72359,1.84206,1.65431,1.00682,1.6176,1.23042,1.49755,1.49701
"NUDT9",0.310873,0.364126,0.153094,-0.117227,0.0548078,0.0476667,-0.0934714,0.356525,-0.914246,-0.26584,-0.249465,0.167866,-0.722307,-0.530725,0.15724,-0.904037,-0.750317,0.041841,-0.722588,-0.616581,NA,-0.466313,-0.427181,-1.14144,-0.272521,-0.101652,-0.528922,-0.533676,-0.427374,-0.892313,-0.818788,NA,-0.91791,0.158711,-0.035328,NA,0.0588503,NA
"PFD3",0.159968,-0.0542526,0.0405901,-0.127246,-0.908488,-0.261257,0.186187,-0.461931,0.11528,0.00117355,-0.734334,0.478715,-0.157678,-0.161479,0.00582168,0.135183,-0.420111,0.415863,0.0556412,-0.243077,-0.609706,-0.43465,-0.481078,-0.493005,-0.396246,-0.110409,-0.471676,-0.136775,-0.180881,-0.0903372,0.282125,-0.00571536,-0.273532,-1.09501,-0.500531,-0.558004,-0.520122,-0.51536
"TNPO2",0.713425,1.04561,0.589933,1.18763,0.899919,1.36717,0.542102,0.572822,1.65399,0.964534,0.688805,0.0679312,0.308976,0.521968,0.778291,-0.200404,0.628241,0.652843,0.277073,0.410361,1.26867,1.37078,1.60055,1.41919,0.801484,1.4091,1.89565,1.59293,1.53963,1.46371,1.73142,1.07672,1.3363,0.721538,0.787912,0.896993,0.368238,1.77643
"NUD16",NA,-1.46584,0.864426,NA,-2.50299,1.11993,0.493093,-1.605,1.15923,0.32052,0.8432,1.43707,0.287425,1.34495,1.25063,1.77277,-0.122812,-0.406341,1.66054,0.0671874,NA,1.05686,-0.291128,-0.520095,-2.35128,0.239284,1.28714,-0.826554,0.733988,1.68814,1.38734,1.5936,1.11783,-0.0527968,1.17888,0.934965,1.31803,1.38825
"THIK",-0.141986,-0.0271622,-0.563312,0.544661,0.495525,-1.19661,-0.968111,-1.12038,-0.158389,0.0414386,-0.398034,-0.758039,-1.12711,-0.258948,-0.256522,-0.659843,-0.552192,-0.669552,-0.914057,-0.0969474,-0.121261,0.186882,0.0305212,-0.908082,-0.946208,-0.501904,-0.0343241,0.60425,-0.700141,-0.772354,-1.07176,-0.805532,-0.571463,-0.0395522,-1.31497,-0.403448,0.998823,0.00182393
