D00043	Isoflurophate
D07946	Fenoldopam (INN)
D07951	Fentonium bromide (INN)
D07957	Fertirelin (INN)
D07958	Fexofenadine (INN)
D07961	Flavoxate (INN)
D07962	Flecainide (INN)
D07966	Fludarabine (INN)
D07967	Fludrocortisone (INN)
D07968	Flugestone (INN)
D07969	Fluindione (INN)
D07971	Flunarizine (INN)
D07972	Fluocortin (INN)
D07973	Fluocortolone 21-pivalate
D07974	Fluorouracil sodium salt
D07975	Flupamesone
D07976	Flupentixol decanoate
D07977	Fluphenazine (INN)
D07980	Fluprednidene acetate
D07981	Fluticasone (INN)
D07983	Fluvastatin (INN)
D07984	Fluvoxamine (INN)
D07990	Formoterol (INN)
D07992	Fosinopril (INN)
D07993	Fosphenytoin (INN)
D07997	Frovatriptan (INN)
D07999	Sodium furosemide
D08001	Furosemide diolamine
D08004	Gabexate (INN)
D08009	Gallopamil (INN)
D08010	Ganirelix (INN)
D08024	Vosaroxin (USAN)
D08026	Velneperit (USAN/INN)
D08027	Gonadorelin (INN)
D08029	Guanadrel (INN)
D08030	Guanethidine (INN)
D08031	Guanfacine (INN)
D08035	Haloperidol lactate &lt;US&gt;
D08036	Halopredone (INN)
D08039	Hexoprenaline (INN)
D08040	Histamine (DCF)
D08041	Homochlorcyclizine (INN)
D08044	Hydralazine (INN)
D08045	Hydrocodone (INN)
D08046	Hydrocodone hydrochloride
D08047	Hydromorphone (INN)
D08052	Hydroxyprogesterone (INN)
D08053	Hydroxyprogesterone 17alfa-acetate
D08054	Hydroxyzine (INN)
D08056	Ibandronic acid (INN)
D08057	Ibopamine hydrochloride
D08058	Ibuprofen arginine salt
D08059	Ibuprofen sodium
D08060	Ibutilide (INN)
D08062	Idarubicin (INN)
D08064	Ifenprodil (INN)
D08065	Iloprost tromethamine
D08066	Imatinib (INN)
D08067	Azilsartan medoxomil (USAN)
D08068	Imidapril (INN)
D08070	Imipramine (INN)
D08071	Imipramine pamoate (USP) &lt;US&gt;
D08072	Imipraminoxide hydrochloride
D08073	Incadronic acid (INN)
D08074	Penbutolol (INN)
D08077	Indeloxazine (INN)
D08078	Indenolol (INN)
D08080	Insulin injection, biphasic isophane (BAN)
D08083	Vedolizumab (USAN) &lt;JP/US&gt; Monoclonal antibody
D08085	Iproniazid phosphate
D08086	Irinotecan (INN)
D08090	Isoprenaline (INN)
D08091	Isothipendyl (INN)
D08092	Isoxsuprine (INN)
D08093	Isoxsuprine lactate
D08094	Itopride (INN)
D08095	Ivabradine hydrochloride (JAN/USAN) &lt;JP/US&gt;
D08098	Ketamine (INN)
D08099	Ketanserin tartrate
D08100	Ketobemidone (INN)
D08101	Ketobemidone hydrochloride
D08102	Ketoprofen lysine
D08103	Ketoprofen sodium
D08104	Ketorolac (INN)
D08105	Ketotifen (INN)
D08106	Labetalol (INN)
D08107	Varespladib (USAN/INN)
D08108	Lapatinib (INN)
D08111	Lercanidipine (INN)
D08113	Leuprorelin (INN)
D08115	Levobunolol (INN)
D08116	Levobupivacaine (INN)
D08117	Levocabastine (INN)
D08118	Levocetirizine dihydrochloride (USP) &lt;JP/US&gt;
D08121	Levomethadone (INN)
D08122	Levomethadone hydrochloride
D08123	Levorphanol (INN)
D08124	Levosalbutamol (INN)
D08125	Levothyroxine (BAN)
D08126	Lidamidine (INN)
D08127	Lidocaine hydrochloride monohydrate &lt;JP/US&gt;
D08128	Liothyronine (INN)
D08129	Liothyronine hydrochloride
D08130	Lisdexamfetamine (INN)
D08131	Lisinopril (INN)
D08132	Lisuride (INN)
D08138	Lobeline sulfate
D08140	Lofepramine (INN)
D08141	Lofexidine (INN)
D08144	Loperamide (INN)
D08145	Loprazolam mesilate
D08146	Losartan (INN)
D08147	Loteprednol (INN)
D08148	Loxapine hydrochloride
D08149	Loxoprofen (INN)
D08155	Manidipine (INN)
D08157	Mazaticol (INN)
D08160	Mebeverine (INN)
D08161	Mebhydrolin (INN)
D08162	Meclofenamate sodium
D08163	Meclozine (BAN)
D08165	Medetomidine (INN)
D08166	Medroxyprogesterone (INN)
D08167	Megestrol (INN)
D08170	Melatonin (JAN) &lt;JP&gt;
D08172	Melperone hydrochloride
D08174	Memantine (INN)
D08181	Mepivacaine (INN)
D08182	Meptazinol (INN)
D08183	Mepyramine (INN)
D08187	Metamfetamine (INN)
D08192	Metaraminol (INN)
D08193	Metenolone (INN)
D08195	Methadone (BAN)
D08196	Methandriol (INN)
D08197	Methandriol dipropionate
D08201	Methoxamine (BAN)
D08205	Methyldopa (INN)
D08206	Methylephedrine (BAN)
D08207	Methylergometrine (INN)
D08209	Metixene (INN)
D08212	Trimazosin (INN)
D08215	Mexiletine (INN)
D08216	Mianserin (INN)
D08217	Mibefradil (INN)
D08220	Midodrine (INN)
D08221	Varespladib methyl (USAN)
D08222	Milnacipran (INN)
D08224	Mitoxantrone (INN)
D08225	Moexipril (INN)
D08226	Molindone (INN)
D08227	Mometasone (INN)
D08229	Montelukast (INN)
D08233	Morphine (BAN)
D08234	Morphine tartrate
D08235	Mosapramine (INN)
D08236	Mosapride (INN)
D08238	Moxaverine hydrochloride
D08239	Moxisylyte (INN)
D08241	Nafarelin (INN)
D08244	Naftidrofuryl (INN)
D08246	Nalbuphine (INN)
D08247	Nalorphine (INN)
D08248	Nalorphine hydrochloride (USP)
D08249	Naloxone (INN)
D08250	Nandrolone (INN)
D08251	Nandrolone laurate
D08253	Naphazoline (INN)
D08255	Naratriptan (INN)
D08257	Nefazodone (INN)
D08261	Neostigmine (BAN)
D08270	Nicardipine (INN)
D08271	Nicergoline tartrate
D08273	Nicomorphine hydrochloride
D08275	Niflumic acid (INN)
D08277	Turofexorate isopropyl (USAN/INN)
D08279	Tozasertib (USAN)
D08281	Nomegestrol acetate (USAN)
D08282	Nonivamide (INN)
D08283	Nordazepam (INN)
D08284	Norepinephrine hydrochoride
D08285	Norethisterone enantate
D08288	Nortriptyline (INN)
D08290	Oblimersen (INN) Antisense oligonucleotide
D08293	Olopatadine (INN)
D08294	Olprinone (INN)
D08297	Opipramol (INN)
D08300	Orciprenaline (INN)
D08301	Ormeloxifene (INN)
D08305	Orphenadrine (INN)
D08311	Oxetacaine hydrochloride
D08318	Oxprenolol (INN)
D08319	Oxybuprocaine (INN)
D08322	Oxymetazoline (INN)
D08323	Oxymorphone (INN)
D08324	Oxyphenbutazone (INN)
D08325	Oxyphencyclimine (INN)
D08327	Ozagrel (INN)
D08339	Pergolide (INN)
D08340	Perhexiline (INN)
D08341	Perphenazine decanoate
D08342	Perphenazine enantate
D08343	Pethidine (INN)
D08344	Tozasertib lactate (USAN)
D08347	Phendimetrazine (INN)
D08348	Phendimetrazine hydrochloride
D08349	Phenelzine (BAN)
D08351	Phenformin (BAN)
D08352	Phenformin hydrochloride
D08353	Phenindamine (INN)
D08354	Phenindione (INN)
D08355	Pheniramine (INN)
D08356	Phenobarbital diethylamine
D08358	Phenoxybenzamine (INN)
D08362	Phentolamine (INN)
D08363	Phenylbutazone calcium
D08364	Phenylbutazone sodium
D08365	Phenylephrine (INN)
D08366	Phenylephrine tartrate
D08368	Phenylpropanolamine (INN)
D08369	Polyphloroglucinol phosphate
D08374	Piketoprofen (INN)
D08375	Piketoprofen hydrochloride
D08376	Pilocarpine borate
D08377	Pilsicainide (INN)
D08378	Pioglitazone (INN)
D08382	Piperidolate (INN)
D08384	Pipethanate (INN)
D08385	Pipotiazine (INN)
D08386	Pirarubicin hydrochloride &lt;JP&gt;
D08387	Pirbuterol (INN)
D08389	Pirenzepine (INN)
D08392	Pirlindole (INN)
D08393	Pirlindole hydrochloride
D08394	Pirmenol (INN)
D08395	Piroheptine (INN)
D08397	Pizotifen malate
D08407	Pramocaine (INN)
D08408	Pranlukast (INN)
D08409	Prasterone (USAN/INN) &lt;US&gt;
D08410	Pravastatin (INN)
D08411	Prazosin (INN)
D08412	Prednisolone pivalate
D08413	Prednisolone sodium metazoate (USAN)
D08414	Prednisolone 21-(sodium tetrahydrophthalate)
D08415	Prednisolone steaglate (BAN)
D08416	Prednisone acetate
D08418	Pridinol (INN)
D08419	Pridinol hydrochloride
D08421	Procainamide (INN)
D08422	Procaine (INN)
D08424	Procaterol (INN)
D08425	Procyclidine (INN)
D08426	Profenamine (INN)
D08427	Proglumetacin (INN)
D08429	Proligestone (INN)
D08430	Promazine (INN)
D08431	Promegestone (INN)
D08432	Promethazine maleate
D08434	Propacetamol hydrochloride
D08435	Propafenone (INN)
D08441	Propiverine (INN)
D08443	Propranolol (INN)
D08444	Propylhexedrine hydrochloride
D08447	Protriptyline (INN)
D08448	Proxymetacaine (INN)
D08449	Pseudoephedrine (INN)
D08453	Pargyline (INN)
D08456	Quetiapine (INN)
D08457	Quinagolide hydrochloride (BAN)
D08458	Quinidine (BAN)
D08459	Quinidine phenylethylbarbiturate
D08463	Rabeprazole (INN)
D08464	Racecadotril (INN)
D08465	Raloxifene (INN)
D08466	Ramosetron (INN)
D08469	Rasagiline (USAN/INN)
D08472	Reboxetine (INN)
D08473	Remifentanil (INN)
D08474	Reproterol (INN)
D08476	Resocortol (INN)
D08477	Retinol propionate
D08481	Rilmazafone (INN)
D08482	Rilmenidine (INN)
D08484	Risedronic acid (INN)
D08485	Rizatriptan (INN)
D08487	Romifidine (INN)
D08489	Ropinirole (USAN/INN)
D08490	Ropivacaine (INN)
D08491	Rosiglitazone (INN)
D08492	Rosuvastatin (INN)
D08494	Roxatidine (INN)
D08495	Roxatidine acetate (BAN)
D08497	Rupatadine fumarate (JAN) &lt;JP&gt;
D08501	Trolamine salicylate (USP)
D08503	Toceranib (USAN)
D08507	Sarmazenil (INN)
D08508	Sarpogrelate (INN)
D08509	Sermorelin (INN)
D08511	Setiptiline (INN)
D08513	Sibutramine (INN)
D08514	Sildenafil (INN)
D08516	Sitagliptin (prop.INN)
D08517	Sitaxentan sodium (USAN)
D08522	Solifenacin (INN)
D08523	Somatorelin (INN)
D08524	Sorafenib (USAN/INN)
D08525	Sotalol (INN)
D08529	Spirapril (INN)
D08544	Toceranib phosphate (USAN)
D08547	Sulodexide (INN)
D08549	Sultopride (INN)
D08552	Sunitinib (INN)
D08554	Tacalcitol (INN)
D08555	Tacrine (INN)
D08556	Tacrolimus (INN)
D08558	Talipexole (INN)
D08559	Tamoxifen (INN)
D08560	Tamsulosin (INN)
D08561	Tandospirone (INN)
D08562	Tasonermin (INN)
D08566	Temocapril (INN)
D08569	Terazosin (INN)
D08570	Terbutaline (INN)
D08571	Terlipressin acetate (JAN)
D08572	Tertatolol hydrochloride
D08573	Testosterone decanoate
D08574	Testosterone phenylpropionate
D08575	Tetrabenazine (JAN/INN) &lt;JP/US&gt;
D08578	Tetryzoline (INN)
D08585	Thioproperazine (INN)
D08587	Thonzylamine (INN)
D08588	Tiagabine (INN)
D08590	Tiapride (INN)
D08591	Tiaprost (INN)
D08594	Ticlopidine (INN)
D08595	Tiemonium methylsulfate
D08596	Tiletamine (INN)
D08597	Tilidine (INN)
D08598	Tilisolol (INN)
D08600	Timolol (INN)
D08603	Tioguanine (INN)
D08607	Tirofiban (INN)
D08610	Tixocortol (INN)
D08611	Tizanidine (INN)
D08614	Tolazoline (INN)
D08616	Teneligliptin (INN)
D08618	Topotecan (BAN)
D08619	Torasemide sodium
D08620	Toremifene (INN)
D08621	Tositumomab (INN) Monoclonal antibody
D08622	Tositumomab 131 iodine Monoclonal antibody
D08623	Tramadol (INN)
D08624	Tramazoline (INN)
D08625	Tranylcypromine (INN)
D08626	Trazodone (INN)
D08627	Trenbolone (INN)
D08628	Treprostinil monosodium salt
D08629	Tretoquinol (INN)
D08631	Carmegliptin (USAN/INN)
D08635	Degarelix acetate (USAN)
D08636	Trifluoperazine (INN)
D08637	Trifluperidol hydrochloride
D08638	Trihexyphenidyl (INN)
D08639	Trimebutine (INN)
D08645	Tripelennamine (INN)
D08646	Triphosadenine (DCF)
D08647	Triphosadenine disodium salt
D08648	Triprolidine (INN)
D08649	Triptorelin acetate
D08653	Tropatepine hydrochloride
D08655	Tubocurarine chloride (INN)
D08656	Aleplasinin (USAN/INN)
D08657	Apricoxib (USAN/INN)
D08660	Ulobetasol (INN)
D08661	Unoprostone (INN)
D08662	Urapidil hydrochloride
D08667	Calcium valproate
D08668	Vardenafil (USAN/INN)
D08669	Varenicline (INN)
D08670	Venlafaxine (INN)
D08673	Viloxazine (INN)
D08675	Vinblastine (INN)
D08679	Vincristine (INN)
D08680	Vinorelbine (INN)
D08682	Warfarin (INN)
D08683	Xylazine (USP/INN)
D08684	Xylometazoline (INN)
D08685	Yohimbine (DCF)
D08686	Ziconotide acetate &lt;US&gt;
D08687	Ziprasidone (INN)
D08688	Zofenopril (INN)
D08689	Zoledronic acid (INN)
D08690	Zolpidem (INN)
D08691	Zuclopenthixol acetate
D08692	Zuclopenthixol decanoate
D08693	Zuclopenthixol dihydrochloride
D08768	Promethazine hibenzate &lt;JP&gt;
D08805	Interferon gamma-n1 (JAN)
D08836	Acesulfame potassium (NF)
D08837	Aclidinium bromide (JAN/USAN/INN) &lt;JP/US&gt;
D08838	Acotiamide hydrochloride (USAN) &lt;JP&gt;
D08840	Adipiplon (USAN)
D08841	Agatolimod (USAN)
D08842	Agatolimod sodium (USAN)
D08843	Albiglutide (USAN) &lt;US&gt;
D08844	Albinterferon alfa-2b (USAN)
D08845	Aleglitazar (USAN)
D08850	Amibegron (USAN/INN)
D08851	Amibegron hydrochloride (USAN)
D08854	Amrubicin (USAN/INN)
D08855	Anacetrapib (JAN/USAN)
D08856	Anamorelin hydrochloride (JAN/USAN)
D08857	Anrukinzumab (USAN) Monoclonal antibody
D08858	Antithrombin alfa (INN/USAN)
D08859	Apratastat (USAN/INN)
D08860	Apremilast (JAN/USAN) &lt;JP/US&gt;
D08861	Arbaclofen placarbil (USAN/INN)
D08862	Aspartame acesulfame (NF)
D08864	Azilsartan (JAN/USAN/INN) &lt;JP&gt;
D08865	Azilsartan kamedoxomil (USAN) &lt;US&gt;
D08866	Baminercept (USAN/INN)
D08868	Becocalcidiol (USAN/INN)
D08869	Begacestat (USAN/INN)
D08870	Belinostat (USAN/INN) &lt;US&gt;
D08871	Berubicin hydrochloride (USAN)
D08873	Betrixaban (USAN) &lt;US&gt;
D08874	Bevasiranib sodium (USAN) RNA interference (RNAi) drug
D08877	Briobacept (USAN)
D08878	Brivanib alaninate (JAN/USAN/INN)
D08879	Brivaracetam (JAN/USAN/INN) &lt;US&gt;
D08880	Carfilzomib (JAN/USAN/INN) &lt;JP/US&gt;
D08881	Cediranib (USAN/INN)
D08883	Cediranib maleate (JAN/USAN)
D08887	Cenersen sodium (USAN) Antisense oligonucleotide
D08889	Cevipabulin succinate (USAN)
D08890	Choline fenofibrate (USAN/INN) &lt;US&gt;
D08892	Clevidipine (USAN/INN) &lt;US&gt;
D08895	Corifollitropin alfa (INN/USAN)
D08896	Dacetuzumab (USAN) Monoclonal antibody
D08897	Dapagliflozin (USAN/INN)
D08900	Ridaforolimus (JAN/USAN)
D08901	Degarelix (INN/USAN)
D08903	Dexlansoprazole (INN/USAN) &lt;US&gt;
D08907	Dovitinib lactate (USAN)
D08908	Eglumegad (INN)
D08910	Enclomiphene (USAN)
D08913	Eribaxaban (USAN)
D08914	Eribulin mesylate (USAN) &lt;JP/US&gt;
D08917	Ezatiostat hydrochloride (USAN)
D08923	Fesoterodine fumarate (JAN/USAN) &lt;JP/US&gt;
D08933	Inotuzumab ozogamicin (USAN/INN) &lt;JP/US&gt; Antibody-drug conjugate
D08935	Ispronicline (INN/USAN)
D08936	Labetuzumab (INN/USAN) Monoclonal antibody
D08937	Labradimil (INN/USAN)
D08940	Laropiprant (INN/USAN)
D08942	Lucatumumab (USAN) Monoclonal antibody
D08944	Milatuzumab (USAN) Monoclonal antibody
D08945	Milveterol hydrochloride (USAN)
D08946	Mipomersen sodium (USAN) Antisense oligonucleotide
D08947	Motesanib diphosphate (USAN)
D08949	Naveglitazar (USAN/INN)
D08950	Neratinib (USAN/INN)
D08953	Nilotinib (USAN/INN)
D08954	Obatoclax mesylate (USAN)
D08955	Odanacatib (JAN/USAN)
D08956	Omacetaxine mepesuccinate (USAN) &lt;US&gt;
D08958	Ospemifene (INN/USAN/BAN) &lt;US&gt;
D08959	Otelixizumab (USAN) Monoclonal antibody
D08963	Pamapimod (INN/USAN)
D08964	Perampanel (USAN)
D08966	Phenylephrine bitartrate (USP)
D08967	Phenyltoloxamine citrate (USP)
D08969	Pimavanserin tartrate (USAN) &lt;US&gt;
D08970	Piragliatin (USAN)
D08971	Plerixafor (JAN/USAN/INN) &lt;JP/US&gt;
D08976	Pomalidomide (JAN/USAN/INN) &lt;JP/US&gt;
D08978	Pralnacasan (USAN/INN)
D08981	Quarfloxin (USAN)
D08982	Racephedrine Hydrochloride (USAN)
D08983	Regrelor disodium (USAN)
D08984	Reparixin (USAN/INN)
D08985	Reslizumab (USAN) &lt;US&gt; Monoclonal antibody
D08986	Retosiban (USAN)
D08987	Rivanicline galactarate (USAN)
D08988	Rolapitant hydrochloride (USAN) &lt;US&gt;
D08989	Rolofylline (USAN)
D08990	Romiplostim (USAN/INN) &lt;JP/US&gt;
D08991	Ronacaleret hydrochloride (USAN)
D08993	Rovelizumab (USAN/INN) Monoclonal antibody
D08996	Saxagliptin (USAN/INN)
D09003	Sonedenoson (USAN)
D09008	Talaglumetad hydrochloride (USAN)
D09009	Taranabant (USAN/INN)
D09010	Tarenflurbil (USAN/INN)
D09013	Teplizumab (USAN/INN) Monoclonal antibody
D09014	Terameprocol (INN/USAN)
D09015	Tesamorelin acetate (USAN)
D09017	Ticagrelor (JAN/USAN/INN) &lt;JP/US&gt;
D09018	Tilarginine acetate (USAN)
D09020	Tofimilast (INN/USAN)
D09024	Totrombopag choline (USAN)
D09027	Tucotuzumab celmoleukin (USAN/INN) Monoclonal antibody
D09029	Velaglucerase alfa (USAN) &lt;JP/US&gt; Enzyme replacement therapy product
D09031	Veltuzumab (USAN) Monoclonal antibody
D09032	Vinflunine ditartrate (USAN)
D09033	Voclosporin (USAN/INN)
D09035	Zonampanel (INN/USAN)
D09036	Zoniporide mesylate (INN/USAN)
D09038	Remikiren (INN)
D09190	Anti-human thymocyte immunoglobulin, rabbit (JAN) &lt;JP&gt;
D09198	Minodronic acid hydrate (JAN) &lt;JP&gt;
D09205	Prucalopride (USAN/INN)
D09207	Catumaxomab (INN) Monoclonal antibody
D09208	Cetilistat (JAN/USAN/INN) &lt;JP&gt;
D09214	Ustekinumab (USAN/INN) &lt;JP/US&gt; Monoclonal antibody
D09215	Eslicarbazepine (USAN/INN)
D09314	Ofatumumab (USAN/INN) &lt;JP/US&gt; Monoclonal antibody
D09315	Canakinumab (USAN/INN) &lt;JP/US&gt; Monoclonal antibody
D09318	Indacaterol (USAN/INN)
D09319	Indacaterol maleate (JAN/USAN) &lt;JP/US&gt;
D09320	Aderbasib (USAN/INN)
D09321	Obinutuzumab (USAN) &lt;JP/US&gt; Monoclonal antibody
D09325	Blinatumomab (USAN/INN) &lt;JP/US&gt; Monoclonal antibody
D09326	Carmegliptin dihydrochloride (USAN)
D09327	Cositecan (USAN)
D09328	Cixutumumab (USAN) Monoclonal antibody
D09329	Conatumumab (USAN/INN) Monoclonal antibody
D09332	Denenicokin (USAN/INN)
D09333	Dutogliptin (USAN)
D09334	Dutogliptin tartrate (USAN)
D09335	Elagolix (USAN/INN)
D09336	Elagolix sodium (USAN) &lt;US&gt;
D09337	Elotuzumab (USAN) &lt;JP/US&gt; Monoclonal antibody
D09338	Entinostat (JAN/USAN/INN)
D09339	Esomeprazole potassium (USAN)
D09340	Esreboxetine (USAN/INN)
D09341	Esreboxetine succinate (USAN)
D09342	Etaracizumab (USAN/INN) Monoclonal antibody
D09343	Farletuzumab (USAN) Monoclonal antibody
D09344	Fasobegron (INN)
D09345	Figitumumab (USAN) Monoclonal antibody
D09347	Fostamatinib (USAN)
D09348	Fostamatinib disodium (USAN) &lt;US&gt;
D09349	Ibipinabant (USAN/INN)
D09350	Indeglitazar (USAN)
D09355	Linaclotide (JAN/USAN) &lt;JP/US&gt;
D09357	Mocetinostat dihydrobromide (USAN)
D09358	Naluzotan (USAN/INN)
D09359	Naluzotan hydrochloride (USAN)
D09360	Obeticholic acid (JAN/USAN/INN) &lt;US&gt;
D09362	Otenabant (USAN/INN)
D09363	Otenabant hydrochloride (USAN)
D09365	Palovarotene (USAN/INN)
D09366	Pardoprunox hydrochloride (USAN)
D09367	Pozanicline (USAN)
D09368	Pozanicline tartrate (USAN)
D09371	Ramucirumab (USAN) &lt;JP/US&gt; Monoclonal antibody
D09375	Retaspimycin (USAN/INN)
D09376	Retaspimycin hydrochloride (USAN)
D09377	Semagacestat (USAN/INN)
D09378	Serlopitant (USAN)
D09381	Sobetirome (USAN)
D09382	Sofinicline (USAN)
D09383	Sofinicline benzenesulfonate (USAN)
D09385	Talarozole (USAN/INN)
D09386	Talmapimod (USAN/INN)
D09387	Tanezumab (USAN/INN) Monoclonal antibody
D09388	Tasimelteon (USAN/INN) &lt;US&gt;
D09391	Telcagepant (USAN)
D09392	Telcagepant potassium (USAN)
D09397	Pardoprunox (USAN/INN)
D09400	Degarelix acetate (JAN) &lt;JP/US&gt;
D09402	Darotropium bromide (USAN/INN)
D09403	Custirsen sodium (USAN) Antisense oligonucleotide
D09535	Mirabegron (USAN/JAN) &lt;JP/US&gt;
D09539	Gabapentin enacarbil (JAN/USAN/INN) &lt;JP/US&gt;
D09546	Edoxaban tosilate hydrate (JAN) &lt;JP/US&gt;
D09566	Linagliptin (JAN/USAN/INN) &lt;JP/US&gt;
D09567	Ulipristal (USAN/INN)
D09568	Naproxcinod (USAN/INN)
D09569	Ezogabine (USAN)
D09570	Bilastine (JAN/INN) &lt;JP&gt;
D09571	Onapristone (INN)
D09572	Riociguat (JAN/USAN/INN) &lt;JP/US&gt;
D09573	Eritoran sodium (JAN)
D09574	Aflibercept (USAN/INN) &lt;JP/US&gt;
D09575	Ibalizumab (USAN/INN) &lt;US&gt; Monoclonal antibody
D09579	Arhalofenate (USAN/INN)
D09587	Brentuximab vedotin (USAN) &lt;JP/US&gt; Antibody-drug conjugate
D09588	Briakinumab (USAN/INN) Monoclonal antibody
D09589	Brivanib (USAN)
D09592	Canagliflozin (USAN/INN) &lt;JP/US&gt;
D09593	Girentuximab (USAN/INN) Monoclonal antibody
D09600	Davalintide (USAN/INN)
D09601	Davalintide acetate (USAN)
D09602	Dilmapimod (USAN/INN)
D09603	Dilmapimod tosylate (USAN)
D09604	Dinaciclib (USAN/INN)
D09605	Duvoglustat (USAN/INN)
D09606	Duvoglustat hydrochloride (USAN)
D09607	Elinogrel (USAN/INN)
D09608	Elinogrel potassium (USAN)
D09610	Emicerfont (USAN/INN)
D09612	Eslicarbazepine acetate (USAN) &lt;US&gt;
D09613	Evatanepag (USAN/INN)
D09614	Evatanepag sodium (USAN)
D09615	Fezakinumab (USAN/INN) Monoclonal antibody
D09618	Foretinib (USAN/INN)
D09620	Fresolimumab (USAN/INN) Monoclonal antibody
D09621	Gisadenafil (USAN/INN)
D09622	Gisadenafil besylate (USAN)
D09623	Glembatumumab (USAN/INN) Monoclonal antibody
D09625	Gosogliptin (USAN/INN)
D09629	Imetelstat (USAN/INN)
D09630	Imetelstat sodium (USAN)
D09631	Intetumumab (USAN/INN) Monoclonal antibody
D09632	Iodine I 124 girentuximab (USAN/INN) Monoclonal antibody
D09633	Lebrikizumab (USAN/INN) Monoclonal antibody
D09635	Linifanib (USAN/INN)
D09636	Litronesib (USAN/INN)
D09637	Lomitapide (USAN/INN)
D09638	Lomitapide mesylate (USAN) &lt;JP/US&gt;
D09639	Losmapimod (USAN/INN)
D09640	Marizomib (USAN/INN)
D09641	Mocetinostat (USAN/INN)
D09645	Nelotanserin (USAN/INN)
D09650	Orvepitant (USAN/INN)
D09651	Orvepitant maleate (USAN)
D09654	Pixantrone dimaleate (USAN)
D09659	Rilotumumab (USAN/INN) Monoclonal antibody
D09660	Rindopepimut (USAN)
D09661	Rintatolimod (USAN/INN)
D09662	Rontalizumab (USAN/INN) Monoclonal antibody
D09663	Rozrolimupab (USAN) Polyclonal antibody
D09664	Saracatinib (USAN/INN)
D09665	Saracatinib difumarate (USAN)
D09666	Selumetinib (USAN/INN)
D09667	Setileuton (USAN/INN)
D09668	Sifalimumab (USAN/INN) Monoclonal antibody
D09669	Siltuximab (USAN/INN) &lt;US&gt; Monoclonal antibody
D09670	Sotatercept (USAN/INN)
D09671	Sotrastaurin (USAN/INN)
D09673	Tafamidis (JAN/USAN/INN)
D09674	Tafamidis meglumine (JAN/USAN) &lt;JP/US&gt;
D09675	Taliglucerase alfa (USAN/INN) &lt;US&gt; Enzyme replacement therapy product
D09676	Tecarfarin (USAN/INN)
D09677	Tecarfarin sodium (USAN)
D09678	Teglarinad chloride (USAN/INN)
D09679	Tenifatecan (USAN/INN)
D09680	Teprotumumab (USAN/INN) &lt;US&gt; Monoclonal antibody
D09683	Tivozanib (USAN/INN)
D09684	Tonapofylline (USAN/INN)
D09687	Ulipristal acetate (JAN/USAN) &lt;US&gt;
D09689	Varlitinib (USAN/INN)
D09690	Varlitinib tosylate (USAN)
D09692	Veliparib (JAN/USAN/INN)
D09693	Velusetrag (USAN/INN)
D09694	Velusetrag hydrochloride (USAN)
D09695	Verucerfont (USAN/INN)
D09696	Vilanterol (USAN)
D09697	Vilanterol trifenatate (JAN/USAN)
D09698	Vilazodone (USAN/INN)
D09699	Vilazodone hydrochloride (USAN) &lt;US&gt;
D09700	Yttrium Y 90 clivatuzumab tetraxetan (USAN) Monoclonal antibody
D09701	Abiraterone acetate (JAN/USP) &lt;JP/US&gt;
D09704	Atacicept (USAN/INN)
D09705	Bepotastine (USAN/INN)
D09707	Dabigatran (USAN/INN)
D09708	Dalcetrapib (USAN/INN)
D09710	Edoxaban (USAN/INN)
D09717	Preladenant (USAN/INN)
D09718	Sotrastaurin acetate (USAN)
D09723	Taspoglutide (USAN/INN)
D09724	Afatinib (USAN/INN)
D09727	Insulin degludec (USAN/INN) &lt;JP/US&gt;
D09728	Bosutinib hydrate (JAN) &lt;JP/US&gt;
D09729	Lixisenatide (JAN/USAN/INN) &lt;JP/US&gt;
D09730	Olaparib (JAN/USAN/INN) &lt;JP/US&gt;
D09731	Crizotinib (JAN/USAN/INN) &lt;JP/US&gt;
D09732	Ritobegron ethyl hydrochloride (JAN)
D09733	Afatinib dimaleate (USAN) &lt;JP/US&gt;
D09746	Dalotuzumab (USAN) Monoclonal antibody
D09747	Difeterol phosphate (JAN)
D09748	Difeterol (JAN/INN)
D09749	Itasetron hydrochloride hydrate (JAN)
D09750	Ipidacrine hydrochloride hydrate (JAN)
